tender_no,agency,category,award_date,fiscal_year,procurement_type,is_ett,n_rows,n_suppliers,awarded_amt,near_threshold,round_amount,high_share_incumbent,dominant_supplier_category,score,reasons
RPO000ETT24000001,Republic Polytechnic,cleaning/facilities,2024-04-05,FY2024,ETT,True,1,1,238000.0,False,False,False,False,0.0,
CRA000ETT24000001,Gambling Regulatory Authority of Singapore (GRA),supplies,2024-04-05,FY2024,ETT,True,1,1,388000.0,False,False,False,False,0.0,
MPA000ETT23000030,Maritime and Port Authority of Singapore,other,2024-04-05,FY2024,ETT,True,3,3,4496049.0,False,False,False,False,0.0,
GVT000ETT23000025,Government Technology Agency (GovTech),IT,2024-04-06,FY2024,ETT,True,4,4,4.0,False,False,False,False,0.0,
HLTHQ0ETT23000023,Ministry of Health-Ministry Headquarter,other,2024-04-08,FY2024,ETT,True,3,3,3.0,False,False,False,False,0.0,
HDB000ETT23000265,Housing and Development Board,other,2024-04-08,FY2024,ETT,True,1,1,18266917.37,False,False,False,False,0.0,
CAA000ETT24000006,Civil Aviation Authority of Singapore,supplies,2024-04-08,FY2024,ETT,True,1,1,2290712.0,False,False,False,False,0.0,
NHB000ETT23000019,National Heritage Board,other,2024-04-08,FY2024,ETT,True,1,1,7468000.0,False,False,False,False,0.0,
STB000ETT24000004,Singapore Tourism Board,consultancy,2024-04-08,FY2024,ETT,True,1,1,2331801.68,False,False,False,False,0.0,
PAS000ETT23000093,People's Association,cleaning/facilities,2024-04-08,FY2024,ETT,True,1,1,938180.0,False,False,False,False,0.0,
NPB000ETT23000069,National Parks Board,construction,2024-04-09,FY2024,ETT,True,1,1,4447000.0,False,False,False,False,0.0,
LAWHQ0ETT24000001,Ministry of Law-Ministry Headquarter,other,2024-04-09,FY2024,ETT,True,1,1,105350.0,False,False,False,False,0.0,
EMA000ETT23000017,Energy Market Authority of Singapore,consultancy,2024-04-09,FY2024,ETT,True,1,1,16093003.7,False,False,False,False,0.0,
JTC000ETT23000120,Jurong Town Corporation,construction,2024-04-09,FY2024,ETT,True,1,1,15929438.0,False,False,False,False,0.0,
MAS000ETT23000067,Monetary Authority of Singapore,cleaning/facilities,2024-04-09,FY2024,ETT,True,1,1,687400.0,False,False,False,False,0.0,
SSC000ETT24000010,Singapore Sports Council (Sport Singapore),cleaning/facilities,2024-04-09,FY2024,ETT,True,1,1,335136.0,False,False,False,False,0.0,
EDB000ETT24000001,Economic Development Board,consultancy,2024-04-09,FY2024,ETT,True,1,1,1534480.0,False,False,False,False,0.0,
NPB000ETT23000078,National Parks Board,other,2024-04-09,FY2024,ETT,True,1,1,2968500.0,False,False,False,False,0.0,
CPF000ETT23000033,Central Provident Fund Board,supplies,2024-04-09,FY2024,ETT,True,1,1,964485.0,False,False,False,False,0.0,
LAWHQ0ETT24000002,Ministry of Law-Ministry Headquarter,construction,2024-04-09,FY2024,ETT,True,1,1,140600.0,False,False,False,False,0.0,
PAS000ETT24000005,People's Association,cleaning/facilities,2024-04-11,FY2024,ETT,True,1,1,83160.0,True,False,False,False,0.5,near_threshold
PAS000ETT23000115,People's Association,construction,2024-04-11,FY2024,ETT,True,1,1,178500.0,False,False,False,False,0.0,
URA000ETT24000004,Urban Redevelopment Authority,consultancy,2024-04-11,FY2024,ETT,True,1,1,137200.0,False,False,False,False,0.0,
MHA00003000019227,Ministry of Home Affairs - Ministry Headquarter 1,other,2024-04-11,FY2024,(no code),False,1,1,1350000.0,False,False,False,False,0.0,
MAS000ETT23000068,Monetary Authority of Singapore,consultancy,2024-04-11,FY2024,ETT,True,1,1,2900000.0,False,True,False,False,1.0,round_amount
JUDSUPETT23000004,Judiciary-Supreme Court,consultancy,2024-04-11,FY2024,ETT,True,1,1,226831.2,False,False,False,False,0.0,
HDB000ETT23000236,Housing and Development Board,construction,2024-04-11,FY2024,ETT,True,1,1,6432583.0,False,False,False,False,0.0,
MOESCHETT24000004,Ministry of Education - Schools,other,2024-04-11,FY2024,ETT,True,1,1,51978.0,False,False,False,False,0.0,
MHA00003000017804,Ministry of Home Affairs - Ministry Headquarter 1,supplies,2024-04-11,FY2024,(no code),False,1,1,802349.13,False,False,False,False,0.0,
HLTHQ0ETT24000003,Ministry of Health-Ministry Headquarter,cleaning/facilities,2024-04-11,FY2024,ETT,True,1,1,109520.0,False,False,False,False,0.0,
NHB000ETT23000016,National Heritage Board,training,2024-04-12,FY2024,ETT,True,2,2,266400.0,False,False,False,False,0.0,
HDB000ETT23000307,Housing and Development Board,supplies,2024-04-12,FY2024,ETT,True,1,1,4119.6,False,False,False,False,0.0,
STB000ETT24000008,Singapore Tourism Board,other,2024-04-12,FY2024,ETT,True,1,1,38000.0,False,False,False,False,0.0,
HDB000ETT23000308,Housing and Development Board,supplies,2024-04-12,FY2024,ETT,True,1,1,3590.8,False,False,False,False,0.0,
MHA00003000018722,Ministry of Home Affairs - Ministry Headquarter 1,cleaning/facilities,2024-04-12,FY2024,(no code),False,1,1,1536480.0,False,False,False,False,0.0,
NLB000ETT23000044,National Library Board,other,2024-04-12,FY2024,ETT,True,1,1,290000.0,False,True,False,False,1.0,round_amount
MHA00003000018223,Ministry of Home Affairs - Ministry Headquarter 1,consultancy,2024-04-12,FY2024,(no code),False,1,1,450971.17,False,False,False,False,0.0,
HDB000ETT23000312,Housing and Development Board,supplies,2024-04-12,FY2024,ETT,True,1,1,3562.7,False,False,False,False,0.0,
HDB000ETT23000268,Housing and Development Board,other,2024-04-12,FY2024,ETT,True,1,1,118180.0,False,False,False,False,0.0,
HDB000ETT23000309,Housing and Development Board,supplies,2024-04-12,FY2024,ETT,True,1,1,3801.25,False,False,False,False,0.0,
HDB000ETT23000284,Housing and Development Board,other,2024-04-12,FY2024,ETT,True,1,1,42285.0,False,False,False,False,0.0,
FOR000ETT23000068,Ministry of Foreign Affairs,supplies,2024-04-12,FY2024,ETT,True,1,1,1242088.11,False,False,False,False,0.0,
HDB000ETT24000008,Housing and Development Board,supplies,2024-04-12,FY2024,ETT,True,1,1,26.68,False,False,False,False,0.0,
PAS000ETT24000014,People's Association,supplies,2024-04-12,FY2024,ETT,True,2,2,229.1,False,False,False,False,0.0,
HSA000ETT23000026,Health Sciences Authority,cleaning/facilities,2024-04-12,FY2024,ETT,True,1,1,5214450.0,False,False,False,False,0.0,
PAS000ETT24000011,People's Association,other,2024-04-15,FY2024,ETT,True,1,1,221370.0,False,False,False,False,0.0,
PUB000ETT23000143,Public Utilities Board,other,2024-04-15,FY2024,ETT,True,1,1,7967520.0,False,False,False,False,0.0,
LTA000ETT23000096,Land Transport Authority,construction,2024-04-15,FY2024,ETT,True,1,1,92888000.0,False,False,False,False,0.0,
MHA00003000017206,Ministry of Home Affairs - Ministry Headquarter 1,cleaning/facilities,2024-04-15,FY2024,(no code),False,3,3,634711.0,False,False,False,False,0.0,
TPO000ETT23000050,Temasek Polytechnic,other,2024-04-15,FY2024,ETT,True,1,1,846000.0,False,False,False,False,0.0,
MOE000ETT23000086,Ministry of Education,other,2024-04-15,FY2024,ETT,True,1,1,124000.0,False,False,False,False,0.0,
HLTHQ0ETT23000058,Ministry of Health-Ministry Headquarter,construction,2024-04-16,FY2024,ETT,True,1,1,158781000.0,False,False,False,False,0.0,
SFA000ETT23000030,Singapore Food Agency,other,2024-04-16,FY2024,ETT,True,3,3,4322484.0,False,False,False,False,0.0,
HSA000ETT23000050,Health Sciences Authority,supplies,2024-04-16,FY2024,ETT,True,1,1,284000.0,False,False,False,False,0.0,
PUB000ETT23000168,Public Utilities Board,other,2024-04-16,FY2024,ETT,True,1,1,6360000.0,False,True,False,False,1.0,round_amount
GVT000ETT23000031,Government Technology Agency (GovTech),supplies,2024-04-17,FY2024,ETT,True,1,1,206596.0,False,False,False,False,0.0,
SPO000ETT23000040,Singapore Polytechnic,other,2024-04-17,FY2024,ETT,True,1,1,240000.0,False,True,False,False,1.0,round_amount
HTX000ETT23000003,Home Team Science and Technology Agency,cleaning/facilities,2024-04-17,FY2024,ETT,True,6,6,704516.0,False,False,False,False,0.0,
HDB000ETT23000313,Housing and Development Board,supplies,2024-04-17,FY2024,ETT,True,1,1,13200.0,False,False,False,False,0.0,
NST000ETT23000078,"Agency for Science, Technology and Research",supplies,2024-04-17,FY2024,ETT,True,1,1,195000.0,False,False,False,False,0.0,
NST000ETT23000059,"Agency for Science, Technology and Research",other,2024-04-17,FY2024,ETT,True,1,1,1582600.0,False,False,False,False,0.0,
HLTHQ0ETT24000001,Ministry of Health-Ministry Headquarter,consultancy,2024-04-17,FY2024,ETT,True,1,1,4613132.0,False,False,False,False,0.0,
HDB000ETT23000314,Housing and Development Board,supplies,2024-04-17,FY2024,ETT,True,1,1,5150.0,False,False,False,False,0.0,
JTC000ETT23000114,Jurong Town Corporation,consultancy,2024-04-18,FY2024,ETT,True,10,10,50.0,False,False,False,False,0.0,
SSC000ETT24000001,Singapore Sports Council (Sport Singapore),consultancy,2024-04-18,FY2024,ETT,True,1,1,147150.0,False,False,False,False,0.0,
LTA000ETT23000045,Land Transport Authority,other,2024-04-18,FY2024,ETT,True,1,1,11208469.0,False,False,False,False,0.0,
CAA000ETT24000008,Civil Aviation Authority of Singapore,other,2024-04-18,FY2024,ETT,True,1,1,321000.0,False,False,False,False,0.0,
JTC000ETT24000010,Jurong Town Corporation,consultancy,2024-04-18,FY2024,ETT,True,1,1,722100.0,False,False,False,False,0.0,
EMA000ETT24000001,Energy Market Authority of Singapore,training,2024-04-18,FY2024,ETT,True,1,1,147700.0,False,False,False,False,0.0,
SFA000ETT23000040,Singapore Food Agency,other,2024-04-18,FY2024,ETT,True,1,1,86000.0,True,False,False,False,0.5,near_threshold
HDB000ETT23000217,Housing and Development Board,cleaning/facilities,2024-04-18,FY2024,ETT,True,1,1,12294565.0,False,False,False,False,0.0,
HSA000ETT24000011,Health Sciences Authority,supplies,2024-04-19,FY2024,ETT,True,1,1,1830235.0,False,False,False,False,0.0,
FOR000ETT24000004,Ministry of Foreign Affairs,cleaning/facilities,2024-04-19,FY2024,ETT,True,1,1,29712263.15,False,False,False,False,0.0,
NPB000ETT23000098,National Parks Board,other,2024-04-19,FY2024,ETT,True,1,1,692758.8,False,False,False,False,0.0,
HLTHQ0ETT23000041,Ministry of Health-Ministry Headquarter,other,2024-04-19,FY2024,ETT,True,1,1,292286.2,False,False,False,False,0.0,
HDB000ETT23000261,Housing and Development Board,other,2024-04-19,FY2024,ETT,True,1,1,2126937.0,False,False,False,False,0.0,
HDB000ETT23000281,Housing and Development Board,other,2024-04-19,FY2024,ETT,True,1,1,567600.0,False,False,False,False,0.0,
PAS000ETT24000023,People's Association,other,2024-04-20,FY2024,ETT,True,1,1,420140.0,False,False,False,False,0.0,
SPO000ETT24000012,Singapore Polytechnic,other,2024-04-20,FY2024,ETT,True,1,1,281600.0,False,False,False,False,0.0,
STB000ETT24000002,Singapore Tourism Board,consultancy,2024-04-20,FY2024,ETT,True,1,1,575619.42,False,False,False,False,0.0,
FOR000ETT23000066,Ministry of Foreign Affairs,supplies,2024-04-21,FY2024,ETT,True,1,1,114113.72,False,False,False,False,0.0,
JTC000ETT24000002,Jurong Town Corporation,construction,2024-04-22,FY2024,ETT,True,1,1,99800.0,False,False,False,False,0.0,
RGS000ETT24000003,Raffles Girls' School (Secondary),other,2024-04-22,FY2024,ETT,True,1,1,78590.0,False,False,False,False,0.0,
MHA00003000019116,Ministry of Home Affairs - Ministry Headquarter 1,other,2024-04-22,FY2024,(no code),False,1,1,13072650.0,False,False,False,False,0.0,
LTA000ETT23000113,Land Transport Authority,construction,2024-04-22,FY2024,ETT,True,1,1,8823000.0,False,False,False,False,0.0,
NCS000ETT24000001,National Council of Social Service,other,2024-04-22,FY2024,ETT,True,1,1,5490000.0,False,True,False,False,1.0,round_amount
HPB000ETT24000007,Health Promotion Board,other,2024-04-22,FY2024,ETT,True,1,1,930495.0,False,False,False,False,0.0,
LTA000ETT23000118,Land Transport Authority,training,2024-04-22,FY2024,ETT,True,1,1,1.0,False,False,False,False,0.0,
MAS000ETT24000012,Monetary Authority of Singapore,consultancy,2024-04-22,FY2024,ETT,True,1,1,230000.0,False,True,False,False,1.0,round_amount
CPF000ETT24000008,Central Provident Fund Board,cleaning/facilities,2024-04-22,FY2024,ETT,True,1,1,77599.0,False,False,True,False,1.0,high_share_incumbent
CPF000ETT24000004,Central Provident Fund Board,IT,2024-04-22,FY2024,ETT,True,1,1,402888.0,False,False,False,False,0.0,
PUB000ETT23000155,Public Utilities Board,other,2024-04-23,FY2024,ETT,True,1,1,462160.0,False,False,False,False,0.0,
HSA000ETT23000084,Health Sciences Authority,supplies,2024-04-23,FY2024,ETT,True,1,1,657600.0,False,False,False,False,0.0,
PUB000ETT23000162,Public Utilities Board,supplies,2024-04-23,FY2024,ETT,True,1,1,18990632.9,False,False,False,False,0.0,
URA000ETT24000005,Urban Redevelopment Authority,consultancy,2024-04-23,FY2024,ETT,True,1,1,237900.0,False,False,False,False,0.0,
RGS000ETT24000002,Raffles Girls' School (Secondary),other,2024-04-23,FY2024,ETT,True,1,1,125200.0,False,False,False,False,0.0,
CAA000ETT24000013,Civil Aviation Authority of Singapore,training,2024-04-23,FY2024,ETT,True,1,1,128760.0,False,False,False,False,0.0,
HSA000ETT23000065,Health Sciences Authority,other,2024-04-24,FY2024,ETT,True,2,2,46246.0,False,False,False,False,0.0,
IMD000ETT24000020,Info-communications Media Development Authority,consultancy,2024-04-24,FY2024,ETT,True,4,4,20995.0,False,False,False,False,0.0,
PAS000ETT24000029,People's Association,other,2024-04-24,FY2024,ETT,True,1,1,298080.0,False,False,False,False,0.0,
PUB000ETT23000111,Public Utilities Board,other,2024-04-24,FY2024,ETT,True,1,1,157700000.0,False,True,False,False,1.0,round_amount
CITHQ0ETT24000001,Ministry of Transport - Ministry Headquarter,other,2024-04-24,FY2024,ETT,True,1,1,69430.27,False,False,False,False,0.0,
HDB000ETT23000301,Housing and Development Board,construction,2024-04-24,FY2024,ETT,True,1,1,39545000.0,False,False,False,False,0.0,
NST000ETT23000110,"Agency for Science, Technology and Research",cleaning/facilities,2024-04-25,FY2024,ETT,True,1,1,4590000.0,False,True,False,False,1.0,round_amount
NST000ETT24000001,"Agency for Science, Technology and Research",other,2024-04-25,FY2024,ETT,True,1,1,460000.0,False,True,False,False,1.0,round_amount
INDSCGETT24000002,Singapore Chinese Girls' School,training,2024-04-25,FY2024,ETT,True,2,2,217020.0,False,False,False,False,0.0,
NST000ETT24000008,"Agency for Science, Technology and Research",supplies,2024-04-25,FY2024,ETT,True,1,1,202178.0,False,False,False,False,0.0,
FOR000ETT24000007,Ministry of Foreign Affairs,training,2024-04-25,FY2024,ETT,True,2,2,482100.0,False,False,False,False,0.0,
NST000ETT24000010,"Agency for Science, Technology and Research",cleaning/facilities,2024-04-25,FY2024,ETT,True,1,1,76800.0,False,False,False,False,0.0,
NST000ETT24000011,"Agency for Science, Technology and Research",cleaning/facilities,2024-04-25,FY2024,ETT,True,1,1,797900.0,False,False,False,False,0.0,
CPF000ETT23000035,Central Provident Fund Board,other,2024-04-25,FY2024,ETT,True,1,1,3839750.33,False,False,False,False,0.0,
CAA000ETT24000004,Civil Aviation Authority of Singapore,construction,2024-04-25,FY2024,ETT,True,1,1,466000.0,False,False,False,False,0.0,
MOMHQ0ETT23000015,Ministry of Manpower-Ministry Headquarter,IT,2024-04-25,FY2024,ETT,True,1,1,2898958.71,False,False,False,False,0.0,
HDB000ETT24000056,Housing and Development Board,consultancy,2024-04-25,FY2024,ETT,True,1,1,116000.0,False,False,False,False,0.0,
SSG000ETT24000002,SkillsFuture Singapore,other,2024-04-25,FY2024,ETT,True,1,1,799702.0,False,False,False,False,0.0,
JTC000ETT23000091,Jurong Town Corporation,other,2024-04-26,FY2024,ETT,True,1,1,248000.0,False,False,False,False,0.0,
MHA00003000017823,Ministry of Home Affairs - Ministry Headquarter 1,training,2024-04-26,FY2024,(no code),False,2,2,1843060.0,False,False,False,False,0.0,
NEA000ETT23000151,National Environment Agency,construction,2024-04-26,FY2024,ETT,True,1,1,3653000.0,False,False,False,False,0.0,
CDVHQ0ETT23000022,Ministry of Social and Family Development - Ministry Headquarter,other,2024-04-26,FY2024,ETT,True,1,1,920000.0,False,True,False,False,1.0,round_amount
ITA000ETT24000002,Ministry of Digital Development and Information,consultancy,2024-04-26,FY2024,ETT,True,1,1,337120.0,False,False,False,False,0.0,
CPF000ETT23000031,Central Provident Fund Board,cleaning/facilities,2024-04-27,FY2024,ETT,True,1,1,2132767.0,False,False,False,False,0.0,
JTC000ETT23000127,Jurong Town Corporation,cleaning/facilities,2024-04-29,FY2024,ETT,True,1,1,947750.0,False,False,False,False,0.0,
URA000ETT24000011,Urban Redevelopment Authority,other,2024-04-29,FY2024,ETT,True,1,1,83512.0,True,False,False,False,0.5,near_threshold
HDB000ETT23000311,Housing and Development Board,other,2024-04-29,FY2024,ETT,True,1,1,38688000.0,False,False,False,False,0.0,
HPB000ETT24000010,Health Promotion Board,IT,2024-04-29,FY2024,ETT,True,1,1,1575196.18,False,False,False,False,0.0,
SST000ETT24000002,"School of Science and Technology, Singapore",supplies,2024-04-29,FY2024,ETT,True,1,1,53760.0,False,False,False,False,0.0,
FOR000ETT24000003,Ministry of Foreign Affairs,cleaning/facilities,2024-04-29,FY2024,ETT,True,1,1,849301.45,False,False,False,False,0.0,
LTA000ETT23000131,Land Transport Authority,supplies,2024-04-29,FY2024,ETT,True,1,1,91000.0,False,False,False,False,0.0,
NHB000ETT23000021,National Heritage Board,other,2024-04-29,FY2024,ETT,True,1,1,126720.0,False,False,False,False,0.0,
MHA00003000015544,Ministry of Home Affairs - Ministry Headquarter 1,supplies,2024-04-30,FY2024,(no code),False,7,7,16565348.15,False,False,False,False,0.0,
SSC000ETT24000004,Singapore Sports Council (Sport Singapore),consultancy,2024-04-30,FY2024,ETT,True,1,1,42000.0,False,False,False,False,0.0,
FOR000ETT24000001,Ministry of Foreign Affairs,cleaning/facilities,2024-04-30,FY2024,ETT,True,1,1,1003378.87,False,False,False,False,0.0,
NYP000ETT24000003,Nanyang Polytechnic,cleaning/facilities,2024-04-30,FY2024,ETT,True,1,1,84210.0,True,False,False,False,0.5,near_threshold
CAA000ETT24000015,Civil Aviation Authority of Singapore,cleaning/facilities,2024-04-30,FY2024,ETT,True,1,1,100166.0,False,False,False,False,0.0,
JTC000ETT24000003,Jurong Town Corporation,consultancy,2024-04-30,FY2024,ETT,True,1,1,4.41,False,False,False,False,0.0,
HDB000ETT24000014,Housing and Development Board,construction,2024-04-30,FY2024,ETT,True,1,1,1548000.0,False,False,False,False,0.0,
PUB000ETT23000171,Public Utilities Board,other,2024-04-30,FY2024,ETT,True,1,1,7785900.0,False,False,False,False,0.0,
URA000ETT24000003,Urban Redevelopment Authority,construction,2024-04-30,FY2024,ETT,True,1,1,618000.0,False,False,False,False,0.0,
LTA000ETT23000090,Land Transport Authority,other,2024-04-30,FY2024,ETT,True,1,1,25650000.0,False,True,False,False,1.0,round_amount
PUB000ETT23000177,Public Utilities Board,other,2024-04-30,FY2024,ETT,True,1,1,1399530.0,False,False,False,False,0.0,
STB000ETT24000010,Singapore Tourism Board,other,2024-04-30,FY2024,ETT,True,1,1,174600.0,False,False,False,False,0.0,
SCB000ETT23000022,Science Centre Board,supplies,2024-05-01,FY2024,ETT,True,1,1,284054.0,False,False,False,False,0.0,
